code_nsf,code_scolarite,sigle_type_formation,libelle_type_formation,libelle_formation_principal,sigle_formation,duree,niveau_de_sortie_indicatif,code_rncp,niveau_de_certification,libelle_niveau_de_certification,tutelle,url_et_id_onisep,domainesous-domaine
222,17022009,,diplôme d'ingénieur,diplôme d'ingénieur de l'université de technologie de Compiègne spécialité génie des procédés,UTC,3 ans,bac + 5,39563,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5479,"matières premières, fabrication, industries/agroalimentaire | sciences/chimie | environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/énergies | matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | matières premières, fabrication, industries/maintenance, qualité | sciences/mathématiques | matières premières, fabrication, industries/méthodes industrialisation | armée, sécurité/sécurité, prévention"
128,16X12801,,formation d'école spécialisée,juriste d'affaires,,1 an,bac + 5,36627,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7942,"économie, droit, politique/droit (généralités) | économie, droit, politique/droit privé"
128,,DU,diplôme d'université,DU transfrontalier de droit international humanitaire,,1 an,bac + 4,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3122,"économie, droit, politique/droit international | santé, social, sport/travail social"
221,25022159,,licence professionnelle,"licence pro mention industries agroalimentaires : gestion, production et valorisation",,1 an,bac + 3,30074,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5180,"matières premières, fabrication, industries/agroalimentaire"
225,25022029,,licence professionnelle,licence pro mention techniques du vide et matériaux,,1 an,bac + 3,29792,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5121,"matières premières, fabrication, industries/matériaux"
227,25122702,BUT,bachelor universitaire de technologie,BUT métiers de la transition et de l'efficacité énergétiques parcours exploitation des installations énergétiques pour le bâtiment et l'industrie,MT2E,3 ans,bac + 3,35489,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.7962,"environnement, énergies, propreté/énergies | construction, architecture, travaux publics/équipement technique | construction, architecture, travaux publics/génie civil, construction (généralités) | sciences/physique"
234,56T23407,TP,titre professionnel,TP menuisier de fabrication bois et dérivés,,1 an,CAP ou équivalent,35823,5,niveau 3,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.3898,"construction, architecture, travaux publics/ameublement | construction, architecture, travaux publics/menuiserie"
255,,,diplôme d'ingénieur,diplôme d'ingénieur de l'Institut national des sciences appliquées de Rennes spécialité électronique et informatique industrielle,INSA,3 ans,bac + 5,4191,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5529,"construction, architecture, travaux publics/architecture | mécanique/automatismes | banque, assurances, immobilier/banque | informatique, Internet/bases de données | électricité, électronique, robotique/électronique | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | informatique, Internet/informatique industrielle et technologique | information-communication, audiovisuel/multimédia | santé, social, sport/santé (généralités)"
331,16X33104,,formation d'école spécialisée,expert en sciences de la vision,,2 ans,bac + 5,38928,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10292,"santé, social, sport/paramédical"
334,20533402,,licence,licence mention tourisme,,3 ans,bac + 3,35822,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.6963,"hôtellerie-restauration, tourisme/tourisme"
243,46M24301,BTM,brevet technique des métiers,BTM cordonnier,,2 ans,bac ou équivalent,35755,4,niveau 4,Chambres de métiers et de l'artisanat,https://www.onisep.fr/http/redirection/formation/slug/FOR.4019,"matières premières, fabrication, industries/matériaux souples | matières premières, fabrication, industries/textile, habillement"
315,16X31501,,formation d'école spécialisée,manager des ressources humaines (TALIS),,2 ans,bac + 5,36986,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8360,"gestion des entreprises, comptabilité/administration de l'entreprise | gestion des entreprises, comptabilité/ressources humaines"
128,,,licence,licence mention études politiques,,3 ans,bac + 3,,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.4877,"économie, droit, politique/sciences politiques"
100,,DU,diplôme d'université,DU sciences pour un monde durable,,3 ans,bac + 3,,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.1715,"sciences/biologie | sciences/chimie | environnement, énergies, propreté/environnement (généralités) | histoire-géographie, psychologie, sociologie/géographie | sciences/mathématiques | sciences/physique | sciences/sciences de la Terre | économie, droit, politique/sciences économiques | économie, droit, politique/sciences politiques | histoire-géographie, psychologie, sociologie/sciences sociales"
324,36X32402,,formation d'école spécialisée,assistant de direction (Pigier),,2 ans,bac + 2,37345,3,niveau 5,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8975,"gestion des entreprises, comptabilité/secrétariat"
312,,mastère spé.,mastère spécialisé,mastère spé. ingénierie d'affaires internationales,,1 an,bac + 6,36504,1,niveau 7,"Ministère chargé de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.onisep.fr/http/redirection/formation/slug/FOR.1138,"commerce, marketing, vente/commerce international | commerce, marketing, vente/marketing, vente"
310,13533138,,master,master mention management des organisations de santé,,2 ans,bac + 5,36775,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5025,"santé, social, sport/santé (généralités)"
326,1353261J,,master,master mention informatique,,2 ans,bac + 5,39278,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10363,"informatique, Internet/informatique (généralités)"
232 | 227,26N22701,,formation d'école spécialisée,chargé de projet énergie et bâtiment durables,,1 an,bac + 3,39748,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10951,"environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | construction, architecture, travaux publics/équipement technique | construction, architecture, travaux publics/génie civil, construction (généralités)"
333,,DU,diplôme d'université,"DU Master of Science in Smart-Edtech, Co-Creativity and Digital Tools for Educational Innovation",,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.2333,"lettres, langues, enseignement/enseignement"
212,,,formation d'école spécialisée,ostéopathe animalier (SFOAE),,5 ans,bac + 5,38115,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9312,"agriculture, animaux/soins aux animaux"
201,32020114,BTS,brevet de technicien supérieur,BTS métiers de l'eau,,2 ans,bac + 2,37964,3,niveau 5,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.9166,"sciences/biologie | sciences/chimie | environnement, énergies, propreté/environnement (généralités) | environnement, énergies, propreté/gestion de l'eau | environnement, énergies, propreté/propreté"
251,17025120,,diplôme d'ingénieur,diplôme d'ingénieur de l'École nationale d'ingénieurs de Saint-Etienne de l'École centrale de Lyon spécialité génie mécanique,ENI,3 ans,bac + 5,36103,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5882,"matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | mécanique/mécanique (généralités) | matières premières, fabrication, industries/méthodes industrialisation"
255,17025517,,diplôme d'ingénieur,diplôme d'ingénieur de l'École centrale de Nantes spécialité systèmes embarqués en partenariat avec l'ITII Pays de la Loire,ECN,3 ans,bac + 5,,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.6035,"mécanique/automatismes | informatique, Internet/bases de données | informatique, Internet/développement, programmation, logiciel | électricité, électronique, robotique/électronique"
335,,,formation d'école spécialisée,accompagnateur de tourisme équestre,,2 ans,bac ou équivalent,36133,4,niveau 4,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7582,"santé, social, sport/sport | hôtellerie-restauration, tourisme/tourisme"
322,26X32208,,formation d'école spécialisée,designer de communication graphique et digitale,,3 ans,bac + 3,34319,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3473,"arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/multimédia"
233,40123304,BMA,brevet des métiers d'art,BMA arts graphiques option A signalétique,,2 ans,bac ou équivalent,37946,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.5664,"arts, culture, artisanat/arts appliqués | arts, culture, artisanat/arts graphiques"
335,33633502,DEJEPS,"diplôme d'État de la jeunesse, de l'éducation populaire et du sport",DEJEPS spécialité perfectionnement sportif mention escalade en milieux naturels,,2 ans,bac + 2,38891,3,niveau 5,Ministère chargé des sports,https://www.onisep.fr/http/redirection/formation/slug/FOR.9981,"santé, social, sport/sport"
230,1702300G,,diplôme d'ingénieur,diplôme d'ingénieur de l'École centrale de Nantes spécialité bâtiment et travaux publics en partenariat avec l'ITII Pays de la Loire,ECN,3 ans,bac + 5,17700,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5469,"environnement, énergies, propreté/énergies | construction, architecture, travaux publics/équipement technique | construction, architecture, travaux publics/génie civil | construction, architecture, travaux publics/génie civil, construction (généralités) | sciences/mathématiques | sciences/physique | mécanique/travail des métaux"
230,,,diplôme des écoles d'architecture,"DPEA architecture post-carbone, énergies et matières",,1 an,bac + 6,,0,non inscrit au RNCP,Ministère de la Culture et de la communication,https://www.onisep.fr/http/redirection/formation/slug/FOR.4511,"construction, architecture, travaux publics/architecture"
